speed,origin_lat,origin_lon,destination_lat,destination_lon,distance
20,-77.0177647,-12.1339208,-77.0203396,-12.1490248,1.7026540605055882
20,-77.0203396,-12.1490248,-77.0177647,-12.1339208,1.7026540605055882
20,-77.0203396,-12.1490248,-77.0217987,-12.1713435,2.4867891459683897
20,-77.0217987,-12.1713435,-77.0203396,-12.1490248,2.4867891459683897
20,-77.0217987,-12.1713435,-77.0069741,-12.1836714,2.1155313943991567
20,-77.0069741,-12.1836714,-77.0217987,-12.1713435,2.1155313943991567
20,-77.0069741,-12.1836714,-77.0073174,-12.1885374,0.5423595611236487
20,-77.0073174,-12.1885374,-77.0069741,-12.1836714,0.5423595611236487
20,-77.0073174,-12.1885374,-76.9777916,-12.2184027,4.617944705686931
20,-76.9777916,-12.2184027,-77.0073174,-12.1885374,4.617944705686931
20,-77.1641568,-11.776078,-77.1102551,-11.8364007,8.911282980104808
20,-77.1102551,-11.8364007,-77.1641568,-11.776078,8.911282980104808
20,-77.1102551,-11.8364007,-77.0704255,-11.870328,5.746233765594097
20,-77.0704255,-11.870328,-77.1102551,-11.8364007,5.746233765594097
20,-77.0704255,-11.870328,-77.0678165,-11.9026254,3.6025099511450733
20,-77.0678165,-11.9026254,-77.0704255,-11.870328,3.6025099511450733
20,-77.0678165,-11.9026254,-77.0741643,-11.9130178,1.3462440553069015
20,-77.0741643,-11.9130178,-77.0678165,-11.9026254,1.3462440553069015
20,-77.0741643,-11.9130178,-77.0722005,-11.9304057,1.9452153519024182
20,-77.0722005,-11.9304057,-77.0741643,-11.9130178,1.9452153519024182
20,-77.0722005,-11.9304057,-77.0687422,-11.9622097,3.556398660201563
20,-77.0687422,-11.9622097,-77.0722005,-11.9304057,3.556398660201563
20,-77.0687422,-11.9622097,-77.0622622,-11.9614111,0.7104685676300877
20,-77.0622622,-11.9614111,-77.0687422,-11.9622097,0.7104685676300877
20,-77.1262207,-11.9965425,-77.1161785,-12.0000687,1.1604925641874095
20,-77.1161785,-12.0000687,-77.1262207,-11.9965425,1.1604925641874095
20,-77.1161785,-12.0000687,-77.083477,-11.9684997,4.997444829058163
20,-77.083477,-11.9684997,-77.1161785,-12.0000687,4.997444829058163
20,-77.083477,-11.9684997,-77.0850751,-11.9352763,3.6983618192239835
20,-77.0850751,-11.9352763,-77.083477,-11.9684997,3.6983618192239835
20,-77.0850751,-11.9352763,-77.0722005,-11.9304057,1.5017151098541102
20,-77.0722005,-11.9304057,-77.0850751,-11.9352763,1.5017151098541102
20,-77.0687422,-11.9622097,-77.0582571,-12.0292118,7.537072135540606
20,-77.0582571,-12.0292118,-77.0687422,-11.9622097,7.537072135540606
20,-77.0582571,-12.0292118,-77.0437495,-12.0366048,1.7790479759809341
20,-77.0437495,-12.0366048,-77.0582571,-12.0292118,1.7790479759809341
20,-77.1424114,-12.0633138,-77.1277995,-12.0591429,1.655205308588454
20,-77.1277995,-12.0591429,-77.1424114,-12.0633138,1.655205308588454
20,-77.1277995,-12.0591429,-77.0980162,-12.0534351,3.300306201374869
20,-77.0980162,-12.0534351,-77.1277995,-12.0591429,3.300306201374869
20,-77.0980162,-12.0534351,-77.0779433,-12.0498838,2.2182420711224915
20,-77.0779433,-12.0498838,-77.0980162,-12.0534351,2.2182420711224915
20,-77.0779433,-12.0498838,-77.0427886,-12.0465262,3.8411050106521603
20,-77.0427886,-12.0465262,-77.0779433,-12.0498838,3.8411050106521603
20,-77.0826953,-12.0062836,-77.0747865,-12.0222063,1.9684056692456144
20,-77.0747865,-12.0222063,-77.0826953,-12.0062836,1.9684056692456144
20,-77.0747865,-12.0222063,-77.0742285,-12.0349181,1.4147897344546032
20,-77.0742285,-12.0349181,-77.0747865,-12.0222063,1.4147897344546032
20,-77.0742285,-12.0349181,-77.0779433,-12.0498838,1.712442411809224
20,-77.0779433,-12.0498838,-77.0742285,-12.0349181,1.712442411809224
20,-77.0779433,-12.0498838,-77.0813197,-12.0782349,3.1738058348571636
20,-77.0813197,-12.0782349,-77.0779433,-12.0498838,3.1738058348571636
20,-77.1161785,-12.0000687,-77.1061175,-12.0215278,2.625079561759041
20,-77.1061175,-12.0215278,-77.1161785,-12.0000687,2.625079561759041
20,-77.1061175,-12.0215278,-77.0980162,-12.0534351,3.655679815087483
20,-77.0980162,-12.0534351,-77.1061175,-12.0215278,3.655679815087483
20,-77.1061175,-12.0215278,-77.0826953,-12.0062836,3.059813737263473
20,-77.0826953,-12.0062836,-77.1061175,-12.0215278,3.059813737263473
20,-77.0826953,-12.0062836,-77.0687422,-11.9622097,5.130418158394671
20,-77.0687422,-11.9622097,-77.0826953,-12.0062836,5.130418158394671
20,-77.0414159,-12.0603046,-77.0719466,-12.0970329,5.263029030647614
20,-77.0719466,-12.0970329,-77.0414159,-12.0603046,5.263029030647614
20,-77.0719466,-12.0970329,-77.0574412,-12.1020683,1.6735383321647415
20,-77.0574412,-12.1020683,-77.0719466,-12.0970329,1.6735383321647415
20,-77.0574412,-12.1020683,-77.0435664,-12.118169,2.341095013604472
20,-77.0435664,-12.118169,-77.0574412,-12.1020683,2.341095013604472
20,-77.0435664,-12.118169,-77.0395109,-12.1138052,0.6556283761470588
20,-77.0395109,-12.1138052,-77.0435664,-12.118169,0.6556283761470588
20,-77.0395109,-12.1138052,-77.0254235,-12.1135005,1.5319424418020722
20,-77.0254235,-12.1135005,-77.0395109,-12.1138052,1.5319424418020722
20,-77.0254235,-12.1135005,-76.9773878,-12.1094248,5.24206214442781
20,-76.9773878,-12.1094248,-77.0254235,-12.1135005,5.24206214442781
20,-76.9773878,-12.1094248,-76.9809682,-12.0848982,2.7548761405386823
20,-76.9809682,-12.0848982,-76.9773878,-12.1094248,2.7548761405386823
20,-76.9809682,-12.0848982,-76.9709728,-12.0650976,2.455368496884672
20,-76.9709728,-12.0650976,-76.9809682,-12.0848982,2.455368496884672
20,-76.9709728,-12.0650976,-76.976466,-12.0509962,1.677930602727931
20,-76.976466,-12.0509962,-76.9709728,-12.0650976,1.677930602727931
20,-76.976466,-12.0509962,-76.9895257,-12.031763,2.567251991262332
20,-76.9895257,-12.031763,-76.976466,-12.0509962,2.567251991262332
20,-76.9895257,-12.031763,-76.9915423,-12.0262754,0.6484084933279035
20,-76.9915423,-12.0262754,-76.9895257,-12.031763,0.6484084933279035
20,-76.9915423,-12.0262754,-76.9974221,-12.028741,0.6957463775833598
20,-76.9974221,-12.028741,-76.9915423,-12.0262754,0.6957463775833598
20,-76.9974221,-12.028741,-77.0123744,-12.0360818,1.8194654892722066
20,-77.0123744,-12.0360818,-76.9974221,-12.028741,1.8194654892722066
20,-77.0123744,-12.0360818,-77.0219874,-12.043133,1.3067582414186518
20,-77.0219874,-12.043133,-77.0123744,-12.0360818,1.3067582414186518
20,-77.0219874,-12.043133,-77.0352613,-12.0401226,1.4818170099222472
20,-77.0352613,-12.0401226,-77.0219874,-12.043133,1.4818170099222472
20,-77.0352613,-12.0401226,-77.0437495,-12.0366048,1.0025460605785423
20,-77.0437495,-12.0366048,-77.0352613,-12.0401226,1.0025460605785423
20,-76.9773878,-12.1094248,-76.9725047,-12.1097243,0.5319372676657355
20,-76.9725047,-12.1097243,-76.9773878,-12.1094248,0.5319372676657355
20,-76.9725047,-12.1097243,-76.9699298,-12.0966324,1.4824268003576788
20,-76.9699298,-12.0966324,-76.9725047,-12.1097243,1.4824268003576788
20,-76.9699298,-12.0966324,-76.9696424,-12.0830347,1.512318129377612
20,-76.9696424,-12.0830347,-76.9699298,-12.0966324,1.512318129377612
20,-76.9696424,-12.0830347,-76.9809682,-12.0848982,1.2487776537813846
20,-76.9809682,-12.0848982,-76.9696424,-12.0830347,1.2487776537813846
20,-76.9709801,-12.0404644,-76.9647949,-12.0544338,1.6927001470010776
20,-76.9647949,-12.0544338,-76.9709801,-12.0404644,1.6927001470010776
20,-76.9647949,-12.0544338,-76.9555322,-12.0734423,2.341367137099006
20,-76.9555322,-12.0734423,-76.9647949,-12.0544338,2.341367137099006
20,-76.9555322,-12.0734423,-76.9513249,-12.0796626,0.8292687337622633
20,-76.9513249,-12.0796626,-76.9555322,-12.0734423,0.8292687337622633
20,-76.9513249,-12.0796626,-76.9300335,-12.0782712,2.320243684823904
20,-76.9300335,-12.0782712,-76.9513249,-12.0796626,2.320243684823904
20,-76.9300335,-12.0782712,-76.9157051,-12.0861252,1.7860324485749353
20,-76.9157051,-12.0861252,-76.9300335,-12.0782712,1.7860324485749353
20,-76.9157051,-12.0861252,-76.8907271,-12.0865191,2.716213512765585
20,-76.8907271,-12.0865191,-76.9157051,-12.0861252,2.716213512765585
20,-76.9736201,-12.0583439,-76.9647949,-12.0544338,1.0535686834014077
20,-76.9647949,-12.0544338,-76.9736201,-12.0583439,1.0535686834014077
20,-76.9647949,-12.0544338,-76.9379709,-12.0440887,3.135603823963201
20,-76.9379709,-12.0440887,-76.9647949,-12.0544338,3.135603823963201
20,-77.0354078,-12.0597171,-76.9871358,-12.0641405,5.272091386503522
20,-76.9871358,-12.0641405,-77.0354078,-12.0597171,5.272091386503522
20,-76.9871358,-12.0641405,-76.9736201,-12.0583439,1.6048267428292862
20,-76.9736201,-12.0583439,-76.9871358,-12.0641405,1.6048267428292862
20,-76.9773878,-12.1094248,-76.9787611,-12.1309077,2.393450595651138
20,-76.9787611,-12.1309077,-76.9773878,-12.1094248,2.393450595651138
20,-76.9787611,-12.1309077,-76.972711,-12.1923362,6.862123325976215
20,-76.972711,-12.1923362,-76.9787611,-12.1309077,6.862123325976215
20,-76.972711,-12.1923362,-76.9777916,-12.2184027,2.950588712342004
20,-76.9777916,-12.2184027,-76.972711,-12.1923362,2.950588712342004
20,-77.1264859,-12.0442074,-77.1262207,-11.9965425,5.300173536159331
20,-77.1262207,-11.9965425,-77.1264859,-12.0442074,5.300173536159331
20,-77.1262207,-11.9965425,-77.1308986,-11.8624129,14.923211457496548
20,-77.1308986,-11.8624129,-77.1262207,-11.9965425,14.923211457496548
20,-77.1308986,-11.8624129,-77.1207491,-11.84954,1.8079887727560977
20,-77.1207491,-11.84954,-77.1308986,-11.8624129,1.8079887727560977
20,-77.1207491,-11.84954,-77.1102551,-11.8364007,1.8544129683606634
20,-77.1102551,-11.8364007,-77.1207491,-11.84954,1.8544129683606634
