0.001000	0.001000	0.001000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001000	0.002000	0.000000	0.001000	0.001000	0.000000	0.000000	0.001000	0.001000	0.001000	0.002000	0.001000	0.001000	0.002000	0.001000	0.001000	0.001000	0.000000	0.000000	0.001000	0.079000	0.094000	0.090000	0.094000	0.102000	0.136000	0.001000	0.001000	0.001000	0.000000	0.002000	0.002000	0.001000	0.002000	0.001000	0.002000	0.001000	0.002000	0.002000	0.002000	0.002000	0.002000	0.002000	0.002000	0.002000	0.270000	0.251000	0.157000	0.177000	0.157000	0.158000	0.160000	0.164000	0.156000	0.155000	0.187000	0.154000	0.181000	0.171000	0.162000	0.156000	0.166000	0.154000	0.159000	0.164000	0.156000	0.170000	0.155000	0.158000	0.159000	0.155000	0.187000	0.156000	0.158000	0.156000	0.164000	0.159000	0.158000	0.168000	0.154000	0.154000	0.167000	0.163000	0.155000	0.160000	0.166000	0.159000	0.176000	0.158000	0.251000	0.268000	0.247000	0.253000	0.248000	0.250000	0.242000	0.241000	0.288000	0.254000	0.242000	0.245000	0.249000	0.291000	0.243000	0.254000	0.311000	0.250000	0.268000	0.256000	0.250000	0.254000	0.266000	0.208000	0.137000	0.219000	0.245000	0.249000	
0.246000	0.114000	0.290000	
0.215000	0.151000	0.292000	
0.167000	0.089000	0.150000	
0.208000	0.153000	0.227000	
0.003000	0.025000	0.111000	
0.197000	0.105000	0.203000	
0.200000	0.137000	0.256000	
0.056000	0.031000	0.104000	
0.197000	0.065000	0.157000	
0.143000	0.132000	0.173000	
0.052000	0.154000	0.210000	
0.209000	0.141000	0.256000	
0.032000	0.116000	0.006000	
0.057000	0.141000	0.229000	
0.218000	0.136000	0.287000	
0.230000	0.153000	0.285000	
0.035000	0.126000	0.038000	
0.165000	0.073000	0.192000	
0.192000	0.152000	0.289000	
0.026000	0.139000	0.043000	
0.002000	0.152000	0.158000	
0.013000	0.139000	0.119000	
0.042000	0.127000	0.254000	
0.013000	0.122000	0.012000	
0.019000	0.139000	0.154000	
0.209000	0.128000	0.296000	
0.002000	0.135000	0.004000	
0.181000	0.146000	0.254000	
0.075000	0.010000	0.093000	
0.207000	0.128000	0.249000	
0.205000	0.143000	0.243000	
0.098000	0.116000	0.120000	
0.086000	0.128000	0.150000	
0.138000	0.133000	0.252000	
0.220000	0.112000	0.170000	
0.113000	0.140000	0.130000	
0.009000	0.101000	0.009000	
0.080000	0.120000	0.178000	
0.212000	0.141000	0.264000	
0.172000	0.057000	0.192000	
0.126000	0.136000	0.155000	
0.110000	0.070000	0.113000	
0.199000	0.032000	0.075000	
0.091000	0.075000	0.148000	
0.139000	0.056000	0.147000	
0.016000	0.009000	0.025000	
0.084000	0.029000	0.099000	
0.130000	0.064000	0.140000	
0.045000	0.014000	0.044000	
0.105000	0.057000	0.151000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.001000	0.002000	
0.000000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.002000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.000000	0.002000	
0.001000	0.000000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.001000	0.000000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.000000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.000000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.000000	0.000000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.000000	0.001000	0.000000	
0.000000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.000000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.001000	0.002000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.002000	
0.000000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.002000	0.001000	
0.001000	0.000000	0.001000	
0.000000	0.001000	0.001000	
0.000000	0.003000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.002000	
0.001000	0.000000	0.002000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.002000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.002000	
0.001000	0.001000	0.002000	
0.001000	0.001000	0.001000	
0.002000	0.001000	0.001000	
0.001000	0.000000	0.002000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.000000	0.001000	
0.000000	0.001000	0.002000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.003000	
0.001000	0.001000	0.002000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.002000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.000000	0.000000	
0.001000	0.001000	0.001000	
0.002000	0.001000	0.001000	
0.000000	0.001000	0.000000	
0.000000	0.000000	0.001000	
0.001000	0.001000	0.000000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.002000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.002000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.002000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.002000	
0.001000	0.000000	0.002000	
0.001000	0.001000	0.002000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.000000	0.000000	0.001000	
0.001000	0.000000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
0.001000	0.001000	0.001000	
